-122.330453,47.564922,"Costco: Seattle (Gas),","I-5 Exit 163; 4401 4th Avenue South, Seattle, WA, 98134, 206-674-1220, Car Wash, #0001,"
-122.524464,45.55945,"Costco: Portland (Gas),","4849 NE 138th Avenue, Portland, OR, 97230, 503-258-3700,  #0002,"
-122.24834,47.445595,"Costco: Tukwila (Gas/Diesel),","400 Costco Dr Ste 150, Tukwila, WA, 98188, 206-575-9191,  #0006,"
-122.181657,47.680819,"Costco: Kirkland (Gas),","I-405 Exit 18; 8629 120th Avenue NE, Kirkland, WA, 98033, 425-827-1693,  #0008,"
-122.842331,45.508693,"Costco: Aloha (Gas),","15901 SW Jenkins, Aloha, OR, 97006, 503-644-7615,  #0009,"
-149.88409,61.143268,"Costco: Anchorage (Gas),","330 West Dimond Blvd, Anchorage, AK, 99515, 907-349-2335,  #0010,"
-122.68119,47.656953,"Costco: Silverdale (Gas),","10000 Mickelberry Rd NW, Silverdale, WA, 98383, 360-692-1140,  #0013,"
-123.066212,44.088856,"Costco: Eugene (Gas),","2828 Chad Dr, Eugene, OR, 97408, 541-285-2000,  #0017,"
-122.48907,48.798213,"Costco: Bellingham (Gas),","I-5 Exit 256; 4299 Meridian St, Bellingham, WA, 98226, 360-671-6947,  #0019,"
-121.972853,37.78259,"Costco: Danville,","I-680 Exit 38; 3150 Fostoria Way, Danville, CA, 94526, 925-277-0407,  #0021,"
-117.318536,34.515099,"Costco: Victorville (Gas),","I-15 Exit 151; 14555 Valley Center Dr, Victorville, CA, 92392, 760-524-9904, Car Wash, #0022,"
-120.421295,34.936701,"Costco: Santa Maria,","Hwy 101 Exit 170; 1335 South Bradley Hwy, Santa Maria, CA, 93454, 805-922-9887,  #0024,"
-119.78509,39.503098,"Costco: Reno (Gas),","2200 Harvard Way, Reno, NV, 89502, 775-689-2200,  #0025,"
-117.676959,33.555311,"Costco: Laguna Niguel (Gas),","27972 Cabot Rd, Laguna Niguel, CA, 92677, 949-364-0217,  #0028,"
-121.267708,38.780118,"Costco: Roseville,","Hwy 65 Exit 307; 6750 Stanford Ranch Rd, Roseville, CA, 95678, 916-789-1485,  #0029,"
-119.874082,36.809907,"Costco: Fresno (Gas),","Hwy 99 Exit 140; 4500 W Shaw Ave, Fresno, CA, 93722, 559-271-6511,  #0031,"
-115.162748,36.17158,"Business Center: Las Vegas (Gas),","222 S Martin Luther King Blvd, Las Vegas, NV, 89106, 702-384-6247,  #0035,"
-121.292752,38.018799,"Costco: Stockton (Gas),","Hwy 99 Exit 258; 1616 East Hammer Ln, Stockton, CA, 95210, 209-478-2045,  #0038,"
-122.711425,38.419813,"Costco: Santa Rosa (Gas),","Hwy 101 Exit 488; 1900 Santa Rosa Ave, Santa Rosa, CA, 95407, 707-566-6420,  #0041,"
-118.596119,34.218644,"Costco: Canoga Park,","21300 Roscoe Blvd, Canoga Park, CA, 91304, 818-884-9099,  #0044,"
-118.463562,34.181421,"Costco: Van Nuys (Gas),","I-405 Exit 65; 6100 Sepulveda Blvd, Van Nuys, CA, 91411, 818-464-1480,  #0048,"
-122.9189,49.25132,"Costco: Burnaby,","3550 Brighton Avenue, Burnaby, BC, V5A 4W3, 604-420-2338,  #0051,"
-123.122824,49.192502,"Costco: Richmond,","Hwy 99 Exit 39; 9151 Bridgeport Road, Richmond, BC, V6X 3L9, 604-270-6523,  #0054,"
-123.000333,49.260845,"Costco: Willingdon,","Hwy 1 Exit 29; 4500 Still Creek Dr, Willingdon, BC, V3C 0E5, 604-296-5100,  #0054,"
-122.84572,49.13744,"Costco: Surrey,","7423 King George Highway, Surrey, BC, V3W 5A8, 604-596-7435,  #0055,"
-113.98864,51.07883,"Costco: Calgary North,","2853 32nd Street NE, Calgary, AB, T1Y 6T7, 403-299-1620,  #0056,"
-97.198652,49.904268,"Costco: Winnipeg West,","1315 St. James Street, Winnipeg, MB, R3H 0K9, 204-788-4754,  #0057,"
-119.419494,49.887018,"Costco: Kelowna,","2479 Highway 97, Kelowna, BC, V1X 4J2, 250-868-9512,  #0059,"
-122.309595,47.286913,"Costco: Federal Way (Gas),","I-5 Exit 142; 35100 Enchanted Pkwy S, Federal Way, WA, 98003, 253-874-3652,  #0061,"
-120.500219,46.562265,"Costco: Union Gap (Gas),","2310 Longfibre Rd, Union Gap, WA, 98903, 509-454-5240,  #0062,"
-149.803725,61.211183,"Costco: Anchorage NE (Gas),","4125 DeBarr Rd, Anchorage, AK, 99508, 907-269-9510,  #0063,"
-122.915908,46.996217,"Costco: Tumwater (Gas),","I-5 Exit 102; 5500 Littlerock Rd, Tumwater, WA, 98512, 360-357-9743,  #0064,"
-122.858953,42.369006,"Costco: Medford (Gas),","3639 Crater Lake Hwy, Medford, OR, 97504, 541-734-4227,  #0065,"
-117.41381,47.727662,"Costco: Spokane North (Gas),","7619 North Division St, Spokane, WA, 99208, 509-466-9668,  #0066,"
-114.037798,46.895218,"Costco: Missoula (Gas),","3220 Northern Pacific Ave, Missoula, MT, 59808, 406-543-6445,  #0067,"
-122.995395,44.919209,"Costco: Salem (Gas),","1010 Hawthorne Ave SE, Salem, OR, 97301, 503-371-1729,  #0068,"
-108.572908,45.75336,"Costco: Billings (Gas/Diesel),","2290 King Ave West, Billings, MT, 59102, 406-652-8765,  #0069,"
-80.150038,26.273362,"Costco: Pompano Beach (Gas),","I-95 Exit 39; 1800 West Sample Rd, Pompano Beach, FL, 33064, 954-247-3554,  #0088,"
-80.247437,26.096586,"Costco: Davie,","I-595 Exit 5; 1890 South University Dr, Davie, FL, 33324, 954-370-8990,  #0091,"
-80.331173,25.774104,"Costco: Miami,","8300 Park Blvd, Miami, FL, 33126, 305-267-0641,  #0092,"
-80.087587,26.807198,"Costco: Palm Beach Gardens,","I-95 Exit 77; 3250 Northlake Blvd, Lake Park, FL, 33403, 561-624-1693,  #0093,"
-122.468144,47.224718,"Costco: Tacoma (Gas),","I-5 Exit 132 or 133; 2219 South 37th Street, Tacoma, WA, 98409, 253-671-6000,  #0095,"
-111.070653,45.71334,"Costco: Bozeman (Gas),","I-90 Exit 305; 2505 Catron St, Bozeman, MT, 59718, 406-585-0383,  #0096,"
-122.575767,45.42878,"Costco: Clackamas (Gas),","13130 SE 84th Avenue, Clackamas, OR, 97015, 503-794-5500,  #0097,"
-121.267616,44.057267,"Costco: Bend,","2500 Northeast Hwy-20, Bend, OR, 97701, 541-383-2299,  #0101,"
-123.913903,46.146914,"Costco: Warrenton (Gas),","1804 SE Ensign Lane, Warrenton, OR, 97146, 503-338-4101,  #0102,"
-117.043462,46.423513,"Costco: Clarkston (Gas),","301 Fifth Street, Clarkston, WA, 99403, 509-758-1800,  #0103,"
-123.125421,48.077069,"Costco: Sequim (Gas),","955 West Washington St, Sequim, WA, 98382, 360-406-2023,  #0104,"
-122.344862,47.775285,"Costco: Aurora Village (Gas),","1175 North 205th Street, Seattle, WA, 98133, 206-546-0480,  #0106,"
-134.482326,58.359471,"Costco: Juneau,","5225 Commercial Blvd, Juneau, AK, 99801, 907-780-6740,  #0107,"
-122.052198,47.550673,"Costco: Issaquah (Gas),","1801 10th Avenue NW, Issaquah, WA, 98027, 425-313-0965,  #0110,"
-122.758125,45.434842,"Costco: Tigard,","7850 SW Dartmouth Ave, Tigard, OR, 97223, 503-639-0811,  #0111,"
-120.280082,47.40158,"Costco: East Wenatchee (Gas),","375 Highline Dr S, East Wenatchee, WA, 98802, 509-886-0593,  #0112,"
